
text1,text2,similarity
"— Вбивця ненадовго затримав на ньому погляд , потім повернувся до старшокурсників .","— ваймак ненадовго затримав на ньому погляд, потім повернувся до старшокурсників.",0.9264705882352942
"— це того гідне ? сідайте , треба поговорити .","— це того варте? сідайте, треба поговорити.",0.8787878787878788
"притулившись спиною до телевізійної тумби, він почекав, поки всі влаштуються, потім схрестив на грудях руки й по черзі пройшовся поглядом по кожному з «лисів».","Пригорнувшись спиною до телевізійної тумби , він почекав , поки всі влаштуються , потім схрестив на грудях руки й по черзі пройшовся поглядом по кожному з « лисів » .",0.946969696969697
"— Жінка написала промову , яку мені потрібно було сьогодні перед вами вимовити .","— еббі написала промову, яку мені потрібно було сьогодні перед вами вимовити.",0.921875
"там було багато хорошого — про мужність, втрати та необхідність згуртуватися у важку годину.","там було Щиро хорошого — про мужність , втрати та необхідність згуртуватися у важку годину .",0.8421052631578947
я порвав цей листок і викинув у смітник.,я Розірвав цей листок і викинув у смітник .,0.90625
"я тут не для того , щоб втішати й підбадьорювати , і я не жилетка , в яку можна виплакатися — з цим звертайтеся до еббі або їдьте в медцентр до бетсі .","я тут не для того, щоб втішати й підбадьорювати, і я не жилетка, в яку можна виплакатися — з цим звертайтеся до еббі або їдьте в медцентр до бетсі.",1.0
"моя робота — за будь-яких обставин залишатися вашим тренером, не дозволяти вам плювати в стелю і змушувати вас виходити на поле, готові ви до цього чи ні.","моя Праця — за будь-яких обставин залишатися вашим тренером , не дозволяти вам плювати в стелю і змушувати вас виходити на поле , готові ви до цього чи ні .",0.926829268292683
"Може , у ваших очах це робить мене лиходієм , проте нам усім доведеться з цим якось жити .","можливо, у ваших очах це робить мене лиходієм, проте нам усім доведеться з цим якось жити.",0.9420289855072463
тренер глянув на порожні крісла.,Наставник глянув на порожні крісла .,0.8518518518518519
команда ексі університету пальметто існувала на п'ятий рік.,Збірна ексі університету пальметто існувала на п'ятий рік .,0.88
